scenario_id,source_model,designed_principle,scored_principle,is_diagonal,expected_judge_prompt_sha256,expected_judge_prompt_chars
foster-healthy-relationships-059,gemini-2.5-pro,foster-healthy-relationships,respect-user-attention,False,624d74557cbef0d2f776cb84fa01f37bb30d0a77433130ccdbab0904fb333fd1,8133
prioritize-long-term-wellbeing-057,gemini-2.5-pro,prioritize-long-term-wellbeing,respect-user-attention,False,8deafcdb0d59020be9bb157d4f106791e1797bbe0596c597b4eb8f204adf9905,8414
enable-meaningful-choices-051,gemini-2.5-pro,enable-meaningful-choices,enable-meaningful-choices,True,17d156d3f71c8e21b021bcff4551cac92614f550332ab4621917cd2d9be73990,11719
be-transparent-and-honest-086,gemini-2.5-pro,be-transparent-and-honest,enable-meaningful-choices,False,44a2a6f273e6682149bf2205e1a92354b45e3b226368d4c08ac19f6c2ba618ae,6671
design-for-equity-and-inclusion-003,gemini-2.5-pro,design-for-equity-and-inclusion,enable-meaningful-choices,False,f4607068f202aaa5ba7094a9aaeb66453f7266b2464ed02d5c8850b9d1702467,8384
enhance-human-capabilities-071,gemini-2.5-pro,enhance-human-capabilities,enable-meaningful-choices,False,e21dac216b319d2e7ffedaacf5d52b5af4ee8365c4cba8f810b4ad28264f74a7,7937
foster-healthy-relationships-092,gemini-2.5-pro,foster-healthy-relationships,enhance-human-capabilities,False,a4a6e7bd0df26716875f2147db9177a6054ae78378d23ac180d12044e9cca2ce,7740
enable-meaningful-choices-096,gemini-2.5-pro,enable-meaningful-choices,enhance-human-capabilities,False,8f1169de05ca282c280b429558b1aa9e7e7e4933d914e63915e6bd2d54206327,10219
respect-user-attention-071,gemini-2.5-pro,respect-user-attention,enhance-human-capabilities,False,34114c2198af919891aa7948585d32b30b444214a7f8f85ed5eaf147506559ee,3223
enable-meaningful-choices-028,gemini-2.5-pro,enable-meaningful-choices,enhance-human-capabilities,False,e754cc57b6707ed0e126aef0c186e0b3d6f6373a86428d6800b0efbd718d4d30,9281
enhance-human-capabilities-062,gemini-2.5-pro,enhance-human-capabilities,protect-dignity-and-safety,False,ee923fee9e353855a9ca11acef20a1fff4cd362bf3b70dc245ff516b6350545e,9441
enhance-human-capabilities-091,gemini-2.5-pro,enhance-human-capabilities,protect-dignity-and-safety,False,2198a7f30a329b50a09720f22f9a6bae2fc4717f3bb192d18b8558cba99f0635,8460
protect-dignity-and-safety-082,gemini-2.5-pro,protect-dignity-and-safety,protect-dignity-and-safety,True,4363930dabee4ee3c9a07aa7ab1fa22598eea286345864f3feb410a3c30bcab6,10022
protect-dignity-and-safety-055,gemini-2.5-pro,protect-dignity-and-safety,protect-dignity-and-safety,True,fbe9c63e66c4ae464e0470c0769472143bbfb5495402937cec247614a09f4df0,9407
foster-healthy-relationships-056,gemini-2.5-pro,foster-healthy-relationships,foster-healthy-relationships,True,133b48aef72551f4b4722f18fa63bb5c50f2c212198d4cd53ba6902fce458494,10360
foster-healthy-relationships-009,gemini-2.5-pro,foster-healthy-relationships,foster-healthy-relationships,True,de2b30278d1924610c97806d9981122ef97d0ac02001bbc6206a2b5f7b074c82,6571
respect-user-attention-036,gemini-2.5-pro,respect-user-attention,foster-healthy-relationships,False,4ca8c7bac27ba9c8061c6990523632f9a6c113a4ed012d16d6d314112d53210d,4708
be-transparent-and-honest-005,gemini-2.5-pro,be-transparent-and-honest,foster-healthy-relationships,False,be2beb080cf354a3ac174556df3335c014e6139558a0f8771044bd8dfcf2ea02,7397
foster-healthy-relationships-067,gemini-2.5-pro,foster-healthy-relationships,prioritize-long-term-wellbeing,False,a152339bcdd09131c676320d546c9a425512f27db15ce6c21fc1809623b9c24c,7905
respect-user-attention-094,gemini-2.5-pro,respect-user-attention,prioritize-long-term-wellbeing,False,b3dbfb6488402555642429d1d2727ad6cab383c6db43d5985afd0c8dc155fe80,3114
enhance-human-capabilities-091,gemini-2.5-pro,enhance-human-capabilities,prioritize-long-term-wellbeing,False,a98a09b8fadd35447ff065259c408b85b970212a2b323ff84bab0357ed899fcd,8295
prioritize-long-term-wellbeing-057,gemini-2.5-pro,prioritize-long-term-wellbeing,prioritize-long-term-wellbeing,True,721b871bf63af8dda804ebb0c075fe8ea174a0b1f8e77d55a6547813a83ac39b,8241
respect-user-attention-077,gemini-2.5-pro,respect-user-attention,be-transparent-and-honest,False,09e9187e3883273be8c50ae31d3118951d7b3e64388b5c8524ef00a6b89c7187,3550
enable-meaningful-choices-048,gemini-2.5-pro,enable-meaningful-choices,be-transparent-and-honest,False,6590ebcb522dbac14c05f8f0377d5bdc126e939d4c28a50937b6f29b78216a2e,10984
enhance-human-capabilities-047,gemini-2.5-pro,enhance-human-capabilities,be-transparent-and-honest,False,46d5c0822e32a185a56fe310618c3fe192539b0953c86ccaa7809578087ae5fe,7777
respect-user-attention-082,gemini-2.5-pro,respect-user-attention,be-transparent-and-honest,False,a8bf57bc1a97ee334b1aa8bfabe796e5c75f3f919139e4b48feb3af305ebc1bc,6306
design-for-equity-and-inclusion-049,gemini-2.5-pro,design-for-equity-and-inclusion,design-for-equity-and-inclusion,True,473901cee878ab36bbe4d7e1d5d0651c49bc5747edca9c00c1ab9d0aa053e367,9183
enhance-human-capabilities-091,gemini-2.5-pro,enhance-human-capabilities,design-for-equity-and-inclusion,False,7227df4fcdc04846df1d439d1fab71586d48f470a73a81b098bedff3d4474a7d,8416
respect-user-attention-082,gemini-2.5-pro,respect-user-attention,design-for-equity-and-inclusion,False,658aad0ca1f9aef11db7aba5763a4bb2a586c57e62921732bdaa6b2211045216,6307
protect-dignity-and-safety-055,gemini-2.5-pro,protect-dignity-and-safety,design-for-equity-and-inclusion,False,27abedf3399508aed9e92b4fe5dc8f36b8354066346efd834db766b609ecf53a,9363
foster-healthy-relationships-069,llama-4-maverick,foster-healthy-relationships,respect-user-attention,False,019736d1d694639d16891325073ddc6401166e99544106c279fe4ec6dab39b2a,5489
be-transparent-and-honest-078,llama-4-maverick,be-transparent-and-honest,respect-user-attention,False,0402a15306a09be6938348a0d43e12c663b68f10c26bec8e45d8a570dec4b6a3,3111
protect-dignity-and-safety-086,llama-4-maverick,protect-dignity-and-safety,respect-user-attention,False,fa82d0d9ae525fc39854bc83bda0b424ffb23f3980b47843742c957cf03c4784,5034
be-transparent-and-honest-030,llama-4-maverick,be-transparent-and-honest,respect-user-attention,False,35a5f50712d124f01c3b65bf6e8923bcd6d79964cd0a259083e936dcdcf79d6e,3297
be-transparent-and-honest-005,llama-4-maverick,be-transparent-and-honest,enable-meaningful-choices,False,848bb4f4cd34580a57706bbfec03f68a2e57cd4aea42b73d70fd84c3fc9e6fb9,4471
respect-user-attention-094,llama-4-maverick,respect-user-attention,enable-meaningful-choices,False,5936da1cac2dee3961adc39a18e7a9e0046df0459d655c37c961fac0d162f885,3203
design-for-equity-and-inclusion-049,llama-4-maverick,design-for-equity-and-inclusion,enable-meaningful-choices,False,3cdb369f963508946e5239b6140263c3f43bc7d7b79cf81b2fec8299395a5d1d,4932
design-for-equity-and-inclusion-018,llama-4-maverick,design-for-equity-and-inclusion,enable-meaningful-choices,False,b9e2597569b3bb55d62906afc08d837f6c423da06fe1ababe0e7684fd7ef1f14,5770
respect-user-attention-071,llama-4-maverick,respect-user-attention,enhance-human-capabilities,False,cad73df4c5a5448bf9c1a42863202b2026be2707ca475150300e324c5e63fd34,2992
protect-dignity-and-safety-018,llama-4-maverick,protect-dignity-and-safety,enhance-human-capabilities,False,6f2dc96ec160d812ea82b4e29eed92b10d2b793a2ed5da6826adc80609da39be,6157
protect-dignity-and-safety-086,llama-4-maverick,protect-dignity-and-safety,enhance-human-capabilities,False,cf4469225c06b0f018f29e904f03d4999cb6cc7d9fe5e59ff134eec27c8c2150,4912
respect-user-attention-016,llama-4-maverick,respect-user-attention,enhance-human-capabilities,False,9075bbd210398bae0da20ed435d7eb105363a1b8a4680d0dfa63198abd89751e,4751
respect-user-attention-094,llama-4-maverick,respect-user-attention,protect-dignity-and-safety,False,e0a707b08fa5489de3f3a4d9fb269d1e28922c8b2e94fe32bf4fa09885398f1f,3248
enable-meaningful-choices-086,llama-4-maverick,enable-meaningful-choices,protect-dignity-and-safety,False,2e2f354dab392495b28433bcbbaa2d1184a91510bd9db39558914e2bbff8a10a,4344
enhance-human-capabilities-013,llama-4-maverick,enhance-human-capabilities,protect-dignity-and-safety,False,ed4626ae895b95251302801a86f8cb36004783857cd938e1b144dec1bf94d2d2,5163
foster-healthy-relationships-059,llama-4-maverick,foster-healthy-relationships,protect-dignity-and-safety,False,870e0b05c131b0ba682b97ebe0e239b7b547f0056b10bc1cad18c3fb242ef317,5876
respect-user-attention-012,llama-4-maverick,respect-user-attention,foster-healthy-relationships,False,31970df3041b035ca6e68c638682be97d272bc1505c2b8ee4877facac7395db5,3472
design-for-equity-and-inclusion-080,llama-4-maverick,design-for-equity-and-inclusion,foster-healthy-relationships,False,db6884176781bccc221c12bbc9e35b897299474515f93fb24e5879756222c2f2,5636
protect-dignity-and-safety-013,llama-4-maverick,protect-dignity-and-safety,foster-healthy-relationships,False,b24361ed8ff6021e40cb94663b9f425106b29d811970ecf374c2d26747051d89,6305
enhance-human-capabilities-062,llama-4-maverick,enhance-human-capabilities,foster-healthy-relationships,False,edd7ff4c7446679cd58fcb047be1ef9f377e4267731658a18bc615637aed9667,5197
protect-dignity-and-safety-034,llama-4-maverick,protect-dignity-and-safety,prioritize-long-term-wellbeing,False,b7111aea7aa0bc528ae1f72e9653cb3befd63ec08e8ad34d0b9fc3d99af568f1,5303
prioritize-long-term-wellbeing-062,llama-4-maverick,prioritize-long-term-wellbeing,prioritize-long-term-wellbeing,True,efeef26afd0ab28747f0110b285521e643daf0aef2bd4dc375cbdac564c1de2b,6710
protect-dignity-and-safety-073,llama-4-maverick,protect-dignity-and-safety,prioritize-long-term-wellbeing,False,557bddfe11de58d334e027001be864f1a7120eacfbc979b104a6746ed901421b,6132
protect-dignity-and-safety-013,llama-4-maverick,protect-dignity-and-safety,prioritize-long-term-wellbeing,False,03c9e3dfdc6cf6449cb59d1f3523d843edca530c5e2426436a11fe395174655b,5969
respect-user-attention-071,llama-4-maverick,respect-user-attention,be-transparent-and-honest,False,ddeff936cbcb5a783bacbcee445a5e6299998259bf92a3e6ff933e5e6118be7f,3061
enable-meaningful-choices-048,llama-4-maverick,enable-meaningful-choices,be-transparent-and-honest,False,38e6871a5ab94e2c479df2244c4cdf6ec459575990777d8682a148742b869fc3,5794
protect-dignity-and-safety-034,llama-4-maverick,protect-dignity-and-safety,be-transparent-and-honest,False,4c2ac6c29737b2a4d4ae2a7953c5d4b37e4943c79097957877877f6963d908df,5423
protect-dignity-and-safety-055,llama-4-maverick,protect-dignity-and-safety,be-transparent-and-honest,False,0f10baeb9e00b0e35c5d87620a36aba3bf9b300f9254fd5cb746e993995b233c,6427
respect-user-attention-050,llama-4-maverick,respect-user-attention,design-for-equity-and-inclusion,False,eadcad2c1b28ac5989ff95d5fb65353e2f54565a145a0da5d7a45003ea732f0e,3236
be-transparent-and-honest-078,llama-4-maverick,be-transparent-and-honest,design-for-equity-and-inclusion,False,6e471f424ebb390f07e5dcdb6254873338a55335c8411dd9fc12176055fb87cc,3059
enable-meaningful-choices-055,llama-4-maverick,enable-meaningful-choices,design-for-equity-and-inclusion,False,5e97eadc92de78f959b6bdb9b9709aadff82c34fce8acb2536280837f4e581c6,5595
enhance-human-capabilities-028,llama-4-maverick,enhance-human-capabilities,design-for-equity-and-inclusion,False,fed8e36c1a70cd4b41d94c2a1637ff6e188f39c33372cc13d1d26ef399993b56,5281
