scenario_id,source_model,designed_principle,scored_principle,is_diagonal,expected_judge_prompt_sha256,expected_judge_prompt_chars
be-transparent-and-honest-030,claude-sonnet-4.5,be-transparent-and-honest,prioritize-long-term-wellbeing,False,eff50d4ecca0414b2bc39b6160ec1b9860a6e9d2af22f5790b64af1e5abad4f9,2445
be-transparent-and-honest-030,claude-sonnet-4.5,be-transparent-and-honest,be-transparent-and-honest,True,e06c12ed52cb7950bcb8df03093831ea780125b2c1d57f71f9721de7e69099de,2565
be-transparent-and-honest-030,claude-sonnet-4.5,be-transparent-and-honest,design-for-equity-and-inclusion,False,71de7549569712bdb8786233a9c0953547c0f0bd1ce3557e0a1d8a57e2123771,2566
be-transparent-and-honest-036,claude-sonnet-4.5,be-transparent-and-honest,respect-user-attention,False,e9185d061f2dd4338a7d0a292267baaee657a4584797e084193f111533007d67,3220
be-transparent-and-honest-036,claude-sonnet-4.5,be-transparent-and-honest,enable-meaningful-choices,False,96ddba0b1bd48b2997b9bf1f6735110ada9d62ea2f968995503398f2d9e0e278,3167
be-transparent-and-honest-036,claude-sonnet-4.5,be-transparent-and-honest,enhance-human-capabilities,False,f13027d482b89e113cba48b73a3d096ec88ba29bbe2507994a6822932b7281e7,3098
be-transparent-and-honest-036,claude-sonnet-4.5,be-transparent-and-honest,protect-dignity-and-safety,False,5c2c1b6db6a388fc0e1a9162222d72f76f06b85758a9d7b842578c4da360cfdf,3212
be-transparent-and-honest-036,claude-sonnet-4.5,be-transparent-and-honest,foster-healthy-relationships,False,7f2655c44365d15ca784c4dcb7ab76236a2261494074060238a9a2fdfcb42b5d,3383
be-transparent-and-honest-036,claude-sonnet-4.5,be-transparent-and-honest,prioritize-long-term-wellbeing,False,a439d4fc576e331e583b280166f2708a9fb6e9fcebab437efecf7f785524a100,3047
be-transparent-and-honest-036,claude-sonnet-4.5,be-transparent-and-honest,be-transparent-and-honest,True,0b6c44f0885ddd8e84360df1f68461d36e78e81aa33117fafafa82aab029d09b,3167
be-transparent-and-honest-036,claude-sonnet-4.5,be-transparent-and-honest,design-for-equity-and-inclusion,False,defdb4feee98768afc3037e405971e19b2b289a440c3131a53425bc5568575f9,3168
be-transparent-and-honest-039,claude-sonnet-4.5,be-transparent-and-honest,respect-user-attention,False,15c7d51d62354f9d8186c83482cc8f25cef1095a89871398b1bd6dd6738d4310,3580
be-transparent-and-honest-039,claude-sonnet-4.5,be-transparent-and-honest,enable-meaningful-choices,False,de19d75512b5a4572d2438db4889369958bcf195dd56b76f65dd719a707955ad,3527
be-transparent-and-honest-039,claude-sonnet-4.5,be-transparent-and-honest,enhance-human-capabilities,False,8787bb1125b9d73802bd5281c693f93c10e7a871aa575edf2d4be6b697ad7895,3458
be-transparent-and-honest-039,claude-sonnet-4.5,be-transparent-and-honest,protect-dignity-and-safety,False,f31862024fdc7a6f515ee482b9251098124ec6ca38bc01f63b72419d93db599b,3572
be-transparent-and-honest-039,claude-sonnet-4.5,be-transparent-and-honest,foster-healthy-relationships,False,c145da361a2776ff7cc1115022549e05348244ee7557c5c68b245b4778f25cae,3743
be-transparent-and-honest-039,claude-sonnet-4.5,be-transparent-and-honest,prioritize-long-term-wellbeing,False,7b3ae16743de83843081bef8b7b22c7a052f4e724cd72676959898fea51bbcd4,3407
be-transparent-and-honest-039,claude-sonnet-4.5,be-transparent-and-honest,be-transparent-and-honest,True,93ae662fc74f9226148b21e5d17fe9ab49c0ef69ac80d3b61700397455338684,3527
be-transparent-and-honest-039,claude-sonnet-4.5,be-transparent-and-honest,design-for-equity-and-inclusion,False,d4e9f4feac35b8aa391bf99d762d319d2753a54f397071eb03f332149aacd874,3528
be-transparent-and-honest-078,claude-sonnet-4.5,be-transparent-and-honest,respect-user-attention,False,28bae5d487aafe28876f3236de6691278b4ad266740842b747757026359c0f79,3130
be-transparent-and-honest-078,claude-sonnet-4.5,be-transparent-and-honest,enable-meaningful-choices,False,4ac8ef0f2f6101257b4940ac6332a5ed44c4344eb300b0ecdf692162976af416,3077
be-transparent-and-honest-078,claude-sonnet-4.5,be-transparent-and-honest,enhance-human-capabilities,False,0fc9c49e85d7a565e1ce9b44f9e55b11ee880958c22aae3fd9f0e5260e1c7be5,3008
be-transparent-and-honest-078,claude-sonnet-4.5,be-transparent-and-honest,protect-dignity-and-safety,False,4af05e3e2c81ceb0ddccd7c63d7a696a47470a0c39befbf9782a6e4cd3fdaebf,3122
be-transparent-and-honest-078,claude-sonnet-4.5,be-transparent-and-honest,foster-healthy-relationships,False,12692c4560eb7e3de29215e125aef302882700ec31d378ce20b19bc36409566f,3293
be-transparent-and-honest-078,claude-sonnet-4.5,be-transparent-and-honest,prioritize-long-term-wellbeing,False,e915b88974a4e768998820c20d35a90972e9c1c6971945b8c82403786cf43ecf,2957
be-transparent-and-honest-078,claude-sonnet-4.5,be-transparent-and-honest,be-transparent-and-honest,True,bdefcc2fe66923bf8e12bffb041589e1068327d425f68830a1ec314c8888ba16,3077
be-transparent-and-honest-078,claude-sonnet-4.5,be-transparent-and-honest,design-for-equity-and-inclusion,False,078622d698f38ed8fa1614e7a8f8cf92f00cd2a7aec6285bc9c75496d1ba9717,3078
be-transparent-and-honest-086,claude-sonnet-4.5,be-transparent-and-honest,respect-user-attention,False,a246201af197c815326ddef082e7521c26917ce726667521834b2199ddca798e,3461
be-transparent-and-honest-086,claude-sonnet-4.5,be-transparent-and-honest,enable-meaningful-choices,False,ce28c9786f93df2d3b2b5c44673d1b7f5ef6dc4435c1f33264a37aecb8969d50,3408
be-transparent-and-honest-086,claude-sonnet-4.5,be-transparent-and-honest,enhance-human-capabilities,False,bb84ba86558e0165b250fda2ed284cde462a5135d3f03b666a3f1a54dd30550c,3339
be-transparent-and-honest-086,claude-sonnet-4.5,be-transparent-and-honest,protect-dignity-and-safety,False,906e1ca4a6ba68c0d4bd8dbedd04e8c8dd3fa3fd2e27604ce8f2abcbaddd656b,3453
be-transparent-and-honest-086,claude-sonnet-4.5,be-transparent-and-honest,foster-healthy-relationships,False,2576f605438fd98a40b129b043909e326714f0d3fa97c679488b0b7a207faaa5,3624
be-transparent-and-honest-086,claude-sonnet-4.5,be-transparent-and-honest,prioritize-long-term-wellbeing,False,0aae4629c0eec46d2a573bf5b3b35dedfc0666927110c18aa6ee1575698e4200,3288
be-transparent-and-honest-086,claude-sonnet-4.5,be-transparent-and-honest,be-transparent-and-honest,True,731b517931fbe8a96e7fec55bf03ec6bdb42aec00fce5a79c3b67c354df0c43f,3408
be-transparent-and-honest-086,claude-sonnet-4.5,be-transparent-and-honest,design-for-equity-and-inclusion,False,0562431f5c75fb3baf599475d62fd8bee1967fccc85d31ad1f08e6f22872b648,3409
be-transparent-and-honest-087,claude-sonnet-4.5,be-transparent-and-honest,respect-user-attention,False,2da80e9801aa4cc43bd72e6751e12abe91b74f6d542301fef3b768478d195c26,2771
be-transparent-and-honest-087,claude-sonnet-4.5,be-transparent-and-honest,enable-meaningful-choices,False,e8fee16db9a53ef4ab0de526ba7b84118cef18057cc8bade21c102829ebb30f5,2718
be-transparent-and-honest-087,claude-sonnet-4.5,be-transparent-and-honest,enhance-human-capabilities,False,d9083179bad15310a8624abb56244d1ffe2e17a101acf80638231e47a53070a1,2649
be-transparent-and-honest-087,claude-sonnet-4.5,be-transparent-and-honest,protect-dignity-and-safety,False,0d95a36bfe5aaf33d15062930a4e7c3a76c1ad7a2aa1717c844d06de3e187c8a,2763
be-transparent-and-honest-087,claude-sonnet-4.5,be-transparent-and-honest,foster-healthy-relationships,False,486331c65cd08793a01e168124f4b6a449932658ea01ca63934b8d61fc58a57f,2934
be-transparent-and-honest-087,claude-sonnet-4.5,be-transparent-and-honest,prioritize-long-term-wellbeing,False,6e70716a89f03d455fd05f6d650cff703cc3cc341868a84035d6fee3b4dd9346,2598
be-transparent-and-honest-087,claude-sonnet-4.5,be-transparent-and-honest,be-transparent-and-honest,True,64da6f82ee309946859f477c17d693b2ac0b10a2796c97cf29ad2d04f2cc4116,2718
be-transparent-and-honest-087,claude-sonnet-4.5,be-transparent-and-honest,design-for-equity-and-inclusion,False,43a5aff337f2b8dccb147b82046d9fe7725e111a43273cecf2e7dd0b3b95fc31,2719
be-transparent-and-honest-088,claude-sonnet-4.5,be-transparent-and-honest,respect-user-attention,False,69317979a9a94abe7566b0375be01a3e8b8dce67b73399939812f918ec49f5c0,2967
be-transparent-and-honest-088,claude-sonnet-4.5,be-transparent-and-honest,enable-meaningful-choices,False,f79df52daaa8b220ca5c67b1ed69cea4a96a16160776cec1591d9b43f5e260c6,2914
be-transparent-and-honest-088,claude-sonnet-4.5,be-transparent-and-honest,enhance-human-capabilities,False,b614abd28cb1d3f52921887fd6d4d7ce3d0ff1b38e16746a12b2098fadc6140f,2845
be-transparent-and-honest-088,claude-sonnet-4.5,be-transparent-and-honest,protect-dignity-and-safety,False,45af52d84e400d5ec4b1a63079fdbf0bdb08ddd3a5b9d4c7671373d0d8ec95a3,2959
be-transparent-and-honest-088,claude-sonnet-4.5,be-transparent-and-honest,foster-healthy-relationships,False,cf9cd7a4bd2b33101917dc4da0a8954b4792d769c4f1a1351ad5aa735bfc240b,3130
be-transparent-and-honest-088,claude-sonnet-4.5,be-transparent-and-honest,prioritize-long-term-wellbeing,False,4b9eb554c399981d55e59ff2cb500477c4932580e8c314bddbdc6f36f65225e2,2794
be-transparent-and-honest-088,claude-sonnet-4.5,be-transparent-and-honest,be-transparent-and-honest,True,b01759503067cd47733667e9f030d11b72ae3b4759366497b01b47da0fd7e9f0,2914
be-transparent-and-honest-088,claude-sonnet-4.5,be-transparent-and-honest,design-for-equity-and-inclusion,False,a8fdb72843e7456b11d4579c72ac0f84e427856b9ba96a8ce760ef2a99ce6ff4,2915
be-transparent-and-honest-098,claude-sonnet-4.5,be-transparent-and-honest,respect-user-attention,False,1ed05123157222964cf8fbee1f72ab05c7341a851c9d22a61b4f923b9a4256b7,3643
be-transparent-and-honest-098,claude-sonnet-4.5,be-transparent-and-honest,enable-meaningful-choices,False,f4f2efc57fbbe355d6a9d93bc1087bce95db0b70609411ec2d68c8982ae25dd1,3590
be-transparent-and-honest-098,claude-sonnet-4.5,be-transparent-and-honest,enhance-human-capabilities,False,62ade89073b4a9978664c3ec9fff8f2e8e4174c35219bb501cf7d030c3890541,3521
be-transparent-and-honest-098,claude-sonnet-4.5,be-transparent-and-honest,protect-dignity-and-safety,False,b8a4dc04aa2e5f2e07bc0882583454850fb70e5647df1b4b81b171dc30442dc1,3635
be-transparent-and-honest-098,claude-sonnet-4.5,be-transparent-and-honest,foster-healthy-relationships,False,087edfedb28f5d30970cfa3a11dc9d3d852ac55b0f3f59235b451f7e04f3db8b,3806
be-transparent-and-honest-098,claude-sonnet-4.5,be-transparent-and-honest,prioritize-long-term-wellbeing,False,86c25edf74c693d5a72ea0ce06cd5b4e7624fc179f75e1d53ead882914b131fe,3470
be-transparent-and-honest-098,claude-sonnet-4.5,be-transparent-and-honest,be-transparent-and-honest,True,00131d613225273b6de4ff9cd8acfb5c6199e717895b7617da5c960edb879ebb,3590
be-transparent-and-honest-098,claude-sonnet-4.5,be-transparent-and-honest,design-for-equity-and-inclusion,False,5158b9b36d023b1bc1fe51889226736493377524f99ce36407ceaf5e089a5470,3591
design-for-equity-and-inclusion-001,claude-sonnet-4.5,design-for-equity-and-inclusion,respect-user-attention,False,9b1f21c23679682f63bd0525b7b128904320141bb31774bd6dde5d6bed4672a4,2890
design-for-equity-and-inclusion-001,claude-sonnet-4.5,design-for-equity-and-inclusion,enable-meaningful-choices,False,b58766817fefabd29c984800b4a9824aa40508cf5c656a55f5ff025ec956e7f6,2837
design-for-equity-and-inclusion-001,claude-sonnet-4.5,design-for-equity-and-inclusion,enhance-human-capabilities,False,c5621c585b765852484af9f6cc73e7f62ffeb83456f077ae58f720ff44023423,2768
design-for-equity-and-inclusion-001,claude-sonnet-4.5,design-for-equity-and-inclusion,protect-dignity-and-safety,False,dc758c6287176b62de26022523b6145c4b03773280e5172220e2b1d4b3774b46,2882
design-for-equity-and-inclusion-001,claude-sonnet-4.5,design-for-equity-and-inclusion,foster-healthy-relationships,False,a95474d7a797f790707b40c03e4ecfff66c957d583a50d3ca657d39a8cc914ee,3053
design-for-equity-and-inclusion-001,claude-sonnet-4.5,design-for-equity-and-inclusion,prioritize-long-term-wellbeing,False,59a0c7afabe86e387c49ab20a5ca03b1719150c9212dd69a99f0dbb068b38aa0,2717
design-for-equity-and-inclusion-001,claude-sonnet-4.5,design-for-equity-and-inclusion,be-transparent-and-honest,False,254a686dcec8d776acb29628fc32379ddd1266909008fe561d4be6a514116cc4,2837
design-for-equity-and-inclusion-001,claude-sonnet-4.5,design-for-equity-and-inclusion,design-for-equity-and-inclusion,True,0a86ed2f4f0bbceb4c2750d6bb45dcfdf269fe5b90844856f6a4e4570cabe225,2838
design-for-equity-and-inclusion-003,claude-sonnet-4.5,design-for-equity-and-inclusion,respect-user-attention,False,cf0017a8604055dbc068697a2496d7f0c86d48893843e84fea6c38fb49c52cd7,3849
design-for-equity-and-inclusion-003,claude-sonnet-4.5,design-for-equity-and-inclusion,enable-meaningful-choices,False,c6b2136eb3c2204ce70132e8ce78a48d82baa6989f0f85ca33c8d479bdd7a79d,3796
design-for-equity-and-inclusion-003,claude-sonnet-4.5,design-for-equity-and-inclusion,enhance-human-capabilities,False,be0d4f774fc3a07290c815173a7c8dd794ee36e5fd8a8b9d5ad7d4d382fbeaf9,3727
design-for-equity-and-inclusion-003,claude-sonnet-4.5,design-for-equity-and-inclusion,protect-dignity-and-safety,False,b775f2b4421cbb169cffb572df8b1c594bce91a00cb309879d29663e3850fcda,3841
design-for-equity-and-inclusion-003,claude-sonnet-4.5,design-for-equity-and-inclusion,foster-healthy-relationships,False,b0fde015c72462116f23a963d36b951419311331f414dec83b6be94397798145,4012
design-for-equity-and-inclusion-003,claude-sonnet-4.5,design-for-equity-and-inclusion,prioritize-long-term-wellbeing,False,9cd2fb310c1189237dd27136dc2db5e4a442d79a901a8f3e0625caac72627912,3676
design-for-equity-and-inclusion-003,claude-sonnet-4.5,design-for-equity-and-inclusion,be-transparent-and-honest,False,adb3b77e622926e3be393337515a9e463b5edf8e2bc30cf561b5cd94f301d084,3796
design-for-equity-and-inclusion-003,claude-sonnet-4.5,design-for-equity-and-inclusion,design-for-equity-and-inclusion,True,29f2a6b0e4ed1aed7270c6ff1bff981cb824b429541786f7c181ff6b54bf4582,3797
design-for-equity-and-inclusion-006,claude-sonnet-4.5,design-for-equity-and-inclusion,respect-user-attention,False,5bfa6490abf799fa65bfee5bdeeaadf3c057287b8c543d52fd3b5f7448977730,3767
design-for-equity-and-inclusion-006,claude-sonnet-4.5,design-for-equity-and-inclusion,enable-meaningful-choices,False,feea21ed92bec4cd5451a5fe9c18bd00d12b47d3f8d1f572b6707b653e0c1f7f,3714
design-for-equity-and-inclusion-006,claude-sonnet-4.5,design-for-equity-and-inclusion,enhance-human-capabilities,False,096d512103edccd5c970951bee1c16c15ce3cc1e858f2500c055f1a7c3816ee0,3645
design-for-equity-and-inclusion-006,claude-sonnet-4.5,design-for-equity-and-inclusion,protect-dignity-and-safety,False,97fc8947faf403884675bb21eeba81b875ef24468231440eca5f399f533e7d1d,3759
design-for-equity-and-inclusion-006,claude-sonnet-4.5,design-for-equity-and-inclusion,foster-healthy-relationships,False,c2fa167950280c0fcc0adaf1326c5e4120333a428a71bd660967bb92cbfeeb6d,3930
design-for-equity-and-inclusion-006,claude-sonnet-4.5,design-for-equity-and-inclusion,prioritize-long-term-wellbeing,False,d74c41eaddc8a57a1a35f724e8a5376bfc316e399651c479a53d15ee22a75fce,3594
design-for-equity-and-inclusion-006,claude-sonnet-4.5,design-for-equity-and-inclusion,be-transparent-and-honest,False,dc3d75ffd843be60a64f1714391d85c9b62e00484be7794912bd53591eea11dc,3714
design-for-equity-and-inclusion-006,claude-sonnet-4.5,design-for-equity-and-inclusion,design-for-equity-and-inclusion,True,738888fc96b44135d25eb9408b03355c299c5295061f3dce23f160caea1da776,3715
design-for-equity-and-inclusion-013,claude-sonnet-4.5,design-for-equity-and-inclusion,respect-user-attention,False,897b1471be81de70d5ae67a7c1b5859c89bd3554deac7d3c86bf709df7640116,3451
design-for-equity-and-inclusion-013,claude-sonnet-4.5,design-for-equity-and-inclusion,enable-meaningful-choices,False,0a78af2451540cb7c3963a17b99d3d4d3f6660f9946e222a08fbef6ffd2ccbe0,3398
design-for-equity-and-inclusion-013,claude-sonnet-4.5,design-for-equity-and-inclusion,enhance-human-capabilities,False,88dc435df2ab46bf437041b1c114fbb14f53e65adaf0e09ad9018dd574916b47,3329
design-for-equity-and-inclusion-013,claude-sonnet-4.5,design-for-equity-and-inclusion,protect-dignity-and-safety,False,0529b9760b0e16f16fd9a8508f76fdbf35bde0fa45155f492843df41d2b3c226,3443
design-for-equity-and-inclusion-013,claude-sonnet-4.5,design-for-equity-and-inclusion,foster-healthy-relationships,False,1942d933bbe5d1a4842498b386d807237d791ad3829b1a873991663f2744cc70,3614
design-for-equity-and-inclusion-013,claude-sonnet-4.5,design-for-equity-and-inclusion,prioritize-long-term-wellbeing,False,f39cd1115385a83465904a1948c07105a6d61b6288505cc4ea2e1d288375af28,3278
design-for-equity-and-inclusion-013,claude-sonnet-4.5,design-for-equity-and-inclusion,be-transparent-and-honest,False,e99cdba79996e403987abdbdf257d717a8c691123a7a64e52a3929676596f8b0,3398
design-for-equity-and-inclusion-013,claude-sonnet-4.5,design-for-equity-and-inclusion,design-for-equity-and-inclusion,True,dad1541216da036a6f8945afeed36b1c02ef548ce0a1811221c7308e621a21b3,3399
design-for-equity-and-inclusion-018,claude-sonnet-4.5,design-for-equity-and-inclusion,respect-user-attention,False,8bb007d7de44bf59a94f0952d6f4860d6accdee0f5f7a09ad30287be44866043,3493
design-for-equity-and-inclusion-018,claude-sonnet-4.5,design-for-equity-and-inclusion,enable-meaningful-choices,False,8d51b4914ecc7746d99295662903bb6f2224bfc61ac006e016df9ecfade6b25b,3440
design-for-equity-and-inclusion-018,claude-sonnet-4.5,design-for-equity-and-inclusion,enhance-human-capabilities,False,4231ee96e9f0b75aec415f6171029fa02fd4454ecd28a5150f9ad5d7bcd2df0b,3371
design-for-equity-and-inclusion-018,claude-sonnet-4.5,design-for-equity-and-inclusion,protect-dignity-and-safety,False,edf6c6f74ea309367fc1f481fffd2dd22ff05b7296f12b36a12f6f9334b190e6,3485
design-for-equity-and-inclusion-018,claude-sonnet-4.5,design-for-equity-and-inclusion,foster-healthy-relationships,False,de7e3198d9d5289817d8c2bb925f069d3cc7a364dbe9ed5d39ee131f6eb3b0a5,3656
design-for-equity-and-inclusion-018,claude-sonnet-4.5,design-for-equity-and-inclusion,prioritize-long-term-wellbeing,False,2e996f76b7d3561c8f393e3f2153bc2a7b68980f06dc805fef463e9cc8b68afa,3320
design-for-equity-and-inclusion-018,claude-sonnet-4.5,design-for-equity-and-inclusion,be-transparent-and-honest,False,0c8ba2570d2061081246610602a6e6ae15bc00b174674c916290a3f9304522c6,3440
design-for-equity-and-inclusion-018,claude-sonnet-4.5,design-for-equity-and-inclusion,design-for-equity-and-inclusion,True,39a0b979e123e97cd19a04f59efba28e45dfb18b62a2f663239738bb2a1a0069,3441
design-for-equity-and-inclusion-049,claude-sonnet-4.5,design-for-equity-and-inclusion,respect-user-attention,False,4eb31e1711b6cb0cd8e67bf1c523c5eab4c6ae45e546a723d694b52da44b616e,3598
design-for-equity-and-inclusion-049,claude-sonnet-4.5,design-for-equity-and-inclusion,enable-meaningful-choices,False,61d936963475889f6424ea5ec3a055bfacf9d47787e77f068d53f41866732bca,3545
design-for-equity-and-inclusion-049,claude-sonnet-4.5,design-for-equity-and-inclusion,enhance-human-capabilities,False,3543b295d6d14d641ed78df95ec1b0c289652a2d4eb7d78cbef039ba13a6c6c6,3476
design-for-equity-and-inclusion-049,claude-sonnet-4.5,design-for-equity-and-inclusion,protect-dignity-and-safety,False,f69c71bccff706aa305d755600f3c75990ab2214a56639ebe988efe31561c6f1,3590
design-for-equity-and-inclusion-049,claude-sonnet-4.5,design-for-equity-and-inclusion,foster-healthy-relationships,False,66f86cfeca37de042af1503015eddf66442c7c6b4074396a377987536415b871,3761
design-for-equity-and-inclusion-049,claude-sonnet-4.5,design-for-equity-and-inclusion,prioritize-long-term-wellbeing,False,202a5fe020354b4344687fff9521024f8cd3dcf43933017343b31fa0016c6b3f,3425
design-for-equity-and-inclusion-049,claude-sonnet-4.5,design-for-equity-and-inclusion,be-transparent-and-honest,False,4509916b5bba35fd37577190d5a7ceb0d5c64127b1c1a84eab41e663402daf27,3545
